STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",11/22/2023,45,69,21
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",11/23/2023,26,33,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",11/24/2023,16,20,12
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",11/25/2023,13.5,24,3
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",11/26/2023,24,34,14
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",11/27/2023,23.5,37,10
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",11/28/2023,27,45,9
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",11/29/2023,32,53,11
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",11/30/2023,25.5,35,16
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/1/2023,28.5,39,18
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/2/2023,28,41,15
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/3/2023,28.5,42,15
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/4/2023,33.5,48,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/5/2023,41,57,25
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/6/2023,45.5,67,24
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/7/2023,40.5,62,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/8/2023,34,45,23
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/9/2023,24.5,39,10
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/10/2023,30,49,11
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/11/2023,36,53,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/12/2023,25,33,17
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/13/2023,27,42,12
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/14/2023,29.5,41,18
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/15/2023,29.5,47,12
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/16/2023,35,58,12
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/17/2023,36,56,16
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/18/2023,32,51,13
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/19/2023,40,61,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/20/2023,42,64,20
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/21/2023,40.5,61,20
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/22/2023,38.5,59,18
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/23/2023,32.5,47,18
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/24/2023,27.5,33,22
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/25/2023,23.5,27,20
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/26/2023,27,31,23
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/27/2023,22.5,35,10
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/28/2023,21.5,37,6
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/29/2023,26.5,47,6
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/30/2023,26.5,42,11
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",12/31/2023,18.5,33,4
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/1/2024,27,48,6
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/2/2024,26,41,11
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/3/2024,21.5,37,6
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/4/2024,25.5,28,23
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/5/2024,27.5,39,16
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/6/2024,23,36,10
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/7/2024,21.5,34,9
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/8/2024,10,20,0
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/9/2024,19.5,40,-1
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/10/2024,24.5,39,10
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/11/2024,6,21,-9
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/12/2024,-7.5,2,-17
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/13/2024,-16,-11,-21
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/14/2024,-12,-1,-23
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/15/2024,-12,-5,-19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/16/2024,-16,-14,-18
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/17/2024,19.5,27,12
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/18/2024,14,30,-2
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/19/2024,2,17,-13
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/20/2024,7.5,20,-5
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/21/2024,28.5,47,10
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/22/2024,32,50,14
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/23/2024,33.5,49,18
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/24/2024,34.5,50,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/25/2024,34.5,50,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/26/2024,32.5,45,20
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/27/2024,33,48,18
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/28/2024,39,57,21
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/29/2024,43,59,27
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/30/2024,42.5,61,24
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",1/31/2024,43,65,21
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/1/2024,41,61,21
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/2/2024,40,50,30
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/3/2024,39,42,36
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/4/2024,37.5,50,25
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/5/2024,37.5,55,20
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/6/2024,39.5,55,24
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/7/2024,39,48,30
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/8/2024,35,48,22
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/9/2024,32,46,18
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/10/2024,24.5,28,21
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/11/2024,17.5,37,-2
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/12/2024,27.5,45,10
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/13/2024,33.5,48,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/14/2024,28.5,34,23
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/15/2024,25,34,16
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/16/2024,3.5,18,-11
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/17/2024,#DIV/0!,,
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/18/2024,#DIV/0!,,
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/19/2024,#DIV/0!,,
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/20/2024,46,63,29
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/21/2024,#DIV/0!,,
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/22/2024,40.5,54,27
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/23/2024,38.5,53,24
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/24/2024,39.5,58,21
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/25/2024,46.5,63,30
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/26/2024,46.5,64,29
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/27/2024,18.5,34,3
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/28/2024,24.5,48,1
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",2/29/2024,41,63,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/1/2024,45,67,23
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/2/2024,45.5,69,22
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/3/2024,41.5,51,32
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/4/2024,33,45,21
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/5/2024,31,47,15
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/6/2024,43.5,61,26
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/7/2024,26.5,31,22
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/8/2024,30,41,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/9/2024,33.5,54,13
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/10/2024,42,65,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/11/2024,42,63,21
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/12/2024,45,62,28
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/13/2024,40,47,33
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/14/2024,36,47,25
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/15/2024,34,52,16
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/16/2024,36.5,54,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/17/2024,30,47,13
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/18/2024,37,63,11
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/19/2024,44,66,22
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/20/2024,38.5,55,22
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/21/2024,48.5,71,26
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/22/2024,33.5,47,20
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/23/2024,31.5,40,23
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/24/2024,27,35,19
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/25/2024,19.5,26,13
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/26/2024,24.5,44,5
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/27/2024,32,55,9
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/28/2024,43.5,67,20
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/29/2024,40.5,54,27
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/30/2024,39,54,24
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",3/31/2024,45.5,58,33
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/1/2024,34,40,28
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/2/2024,43,61,25
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/3/2024,44,68,20
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/4/2024,52.5,74,31
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/5/2024,53.5,67,40
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/6/2024,43.5,54,33
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/7/2024,35.5,39,32
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/8/2024,38,49,27
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/9/2024,41.5,61,22
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/10/2024,43,58,28
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/11/2024,39.5,58,21
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/12/2024,52,77,27
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/13/2024,59.5,83,36
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/14/2024,57,81,33
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/15/2024,67,83,51
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/16/2024,49,65,33
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/17/2024,43.5,60,27
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/18/2024,35,47,23
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/19/2024,34,47,21
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/20/2024,28,42,14
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/21/2024,39,62,16
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/22/2024,53.5,67,40
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/23/2024,48.5,63,34
USW00024044,"ALLIANCE MUNICIPAL AIRPORT ASOS, NE US",4/24/2024,57,74,40
US10box_001,"ALLIANCE 7.4 NW, NE US",4/25/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",4/26/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",4/27/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",4/28/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",4/29/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",4/30/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/2/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/4/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/5/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/6/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/7/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/8/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/9/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/10/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/11/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/12/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/13/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/14/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/15/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/16/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/17/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/18/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/20/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/21/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/22/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/23/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/24/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/25/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/26/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/27/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/28/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/29/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",5/31/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/1/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/3/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/4/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/9/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/10/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/11/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/12/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/14/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/16/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/17/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/18/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/19/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/20/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/23/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/24/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/25/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/26/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/27/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/28/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/29/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",6/30/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/1/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/2/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/3/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/4/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/5/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/6/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/7/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/8/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/9/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/10/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/11/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/12/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/13/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/14/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/15/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/16/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/17/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/18/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/19/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/20/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/21/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/22/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/23/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/24/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/25/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/26/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/27/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/28/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",7/31/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/2/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/3/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/4/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/5/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/6/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/7/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/8/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/9/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/10/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/11/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/12/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/13/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/14/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/15/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/16/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/17/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/18/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/19/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/20/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/21/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/22/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/23/2023,,,
US10box_001,"ALLIANCE 7.4 NW, NE US",8/24/2023,,,
